question_num,id,trialnum,question,tot,rt,test_trialnum,subj_answer,correct_answer,recall,mistake,recall_notChecked
72,16,65,What colorless gas is essential in the production of fertilizers and light bulbs?,no,1.094612863,6,nitrogen,NITROGEN,C,1,C
77,16,66,What brand name drug is most often prescribed to treat attention deficit disorder?,N/A,0,127,adderal,RITALIN,I,0,I
0,16,67,What is the name of the river that runs through Rome?,N/A,0,99,tiber,TIBER,C,0,C
110,16,68,What is the capital of Denmark?,N/A,0,116,copenhagen,COPENHAGEN,C,0,C
62,16,69,In which city is Michelangelo's statue of David located?,N/A,0,84,rome,FLORENCE,I,0,I
10,16,70,What is the last name of the man who wrote Canterbury Tales?,N/A,0,92,chaucer,CHAUCER,C,0,C
22,16,71,Of which country is Budapest the capital?,N/A,0,55,hungary,HUNGARY,C,0,C
2,16,72,What is the name of the collar bone?,N/A,0,63,clavicle,CLAVICLE,C,0,C
143,16,73,What is the Taj Majal made of?,N/A,0,62,clay,MARBLE,I,0,I
34,16,74,What is the name of the avenue that immediately follows Atlantic Avenue in the game of Monopoly?,N/A,0,101,pacific,VENTNOR,I,0,I
136,16,75,According to the FDA what's the only fish that produces real caviar?,no,1.349622842,18,sturgeon,STURGEON,C,0,C
9,16,76,What is the last name of Batman's secret identity in the Batman comics?,N/A,0,133,wayne,WAYNE,C,0,C
135,16,77,What was the name of the mythological creature with the head of a woman and the body of a lion that killed all those unable to solve its riddle?,N/A,0,44,sphinx,SPHINX,C,0,C
41,16,78,What is the name of the furry animal that attacks cobra snakes?,no,1.172508372,56,,MONGOOSE,I,0,I
107,16,79,What is the last name of the first person to set foot on the moon?,N/A,0,51,armstrong,ARMSTRONG,C,0,C
88,16,80,What igneous rock makes up the bulk of Devils Tower?,no,1.352814065,90,basalt,BASALT,C,0,C
43,16,81,What is the last name of the second U.S. president?,N/A,0,146,adams,ADAMS,C,0,C
92,16,82,What is the last name of the man who showed that lightning is electricity?,N/A,0,96,franklin,FRANKLIN,C,0,C
35,16,83,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,N/A,0,136,warhol,WARHOL,C,0,C
31,16,84,What was the capital of Czechoslovakia?,no,1.350899972,12,prague,PRAGUE,C,0,C
99,16,85,What is the last name of the president who is on the far right when you gaze at Mount Rushmore?,N/A,0,148,lincoln,LINCOLN,C,0,C
79,16,86,What spice do chefs pay the most for?,no,1.541149259,115,saffron,SAFFRON,C,1,C
46,16,87,In what European city is the Parthenon located?,N/A,0,126,athens,ATHENS,C,0,C
66,16,88,Over which river is the George Washington Bridge?,no,1.120722835,140,hudson,HUDSON,C,0,C
83,16,89,What is the name of the mountain range that separates Asia from Europe?,N/A,0,138,ural,URAL,C,0,C
13,16,90,What is the name of Batman's butler?,yes,2.209228431,61,alfred,ALFRED,C,0,C
116,16,91,What is the last name of the person who defined 'The Beat Generation'?,no,1.725967803,141,kerouwac,KEROUAC,C,1,I
5,16,92,What was the name of the zeppelin that exploded in Lakehurst N.J. in 1937?,N/A,0,123,hindenburg,HINDENBURG,C,0,C
104,16,93,What is the name of the process by which plants make their food?,N/A,0,20,photosynthesis,PHOTOSYNTHESIS,C,0,C
52,16,94,What is the capital of Wyoming?,no,1.4132391,137,cheyenne,CHEYENNE,C,0,C
102,16,95,What is the capital of Russia?,N/A,0,45,moscow,MOSCOW,C,0,C
80,16,96,What is the capital of Chile?,N/A,0,93,santiago,SANTIAGO,C,0,C
144,16,97,What is the last name of the composer who wrote the opera 'Don Giovanni'?,N/A,0,59,mozart,MOZART,C,0,C
127,16,98,What is the name of Socrates' most famous student?,N/A,0,27,plato,PLATO,C,0,C
28,16,99,What is the last name of the author of the book 1984?,N/A,0,122,orwell,ORWELL,C,0,C
141,16,100,What is the name of the captain of the Pequod in the book Moby Dick?,N/A,0,143,ishmael,AHAB,I,0,I
30,16,101,What is the name of the organ that produces insulin?,N/A,0,35,liver,PANCREAS,I,0,I
76,16,102,What is the last name of the man who rode horseback in 1775 to warn that the British were coming?,N/A,0,83,revere,REVERE,C,0,C
16,16,103,What is the last name of the person who always ended her PBS cooking shows with 'Bon appetit'?,N/A,0,132,child,CHILD,C,0,C
106,16,104,What is the longest river in South America?,N/A,0,48,amazon,AMAZON,C,0,C
18,16,105,What is the capital of Delaware?,no,1.300570477,1,,DOVER,I,0,I
3,16,106,What is the last name of the author who wrote Brothers Karamazov?,no,0.731917969,37,dostoyefsky,DOSTOEVSKY,I,1,I
15,16,107,What is the last name of the male star of the movie Casablanca?,N/A,0,128,bogart,BOGART,C,0,C
70,16,108,What is the name of the mansion in Virginia that was Thomas Jefferson's home?,N/A,0,30,monticello,MONTICELLO,C,0,C
75,16,109,What is the world's largest snake?,N/A,0,142,anaconda,PYTHON,I,0,I
51,16,110,Who was the first ruler of the Holy Roman Empire?,N/A,0,15,charlamange,CHARLEMAGNE,I,0,I
139,16,111,In which country is Angel Falls located?,no,1.478856995,41,venezuala,VENEZUELA,C,0,I
17,16,112,What is the last name of the author who wrote Oliver Twist?,N/A,0,150,dickens,DICKENS,C,0,C
134,16,113,What country's civil war was described as a 'rehearsal for World War II'?,N/A,0,112,spain,SPAIN,C,0,C
61,16,114,What is the last name of the author of the James Bond novels?,yes,1.647912949,106,fleming,FLEMING,C,0,C
67,16,115,What is the last name of the man who wrote the Star Spangled Banner?,N/A,0,39,key,KEY,C,0,C
56,16,116,What is the last name of the commander who lost the battle of the Little Bighorn River?,no,1.292971375,109,custer,CUSTER,C,0,C
48,16,117,What is the name of the man who assassinated Abraham Lincoln?,N/A,0,108,john wilkes booth,BOOTH,C,0,I
108,16,118,Who was The Friendly Ghost?,N/A,0,23,casper,CASPER,C,0,C
133,16,119,What nation signed away a fourth of its European land in a 1918 Treaty?,N/A,0,60,germany,RUSSIA,I,0,I
120,16,120,What city was Martin Luther King Jr. assassinated in?,N/A,0,28,birmingham,MEMPHIS,I,0,I
138,16,121,What is the largest city in Canada?,N/A,0,8,toronto,TORONTO,C,0,C
78,16,122,What country suffered the slaughter of half a million Tutsis and Hutus in 1994?,yes,1.665252839,7,rwanda,RWANDA,C,0,C
111,16,123,What is the name for a medical doctor who specializes in diseases of the skin?,N/A,0,16,dermatologist,DERMATOLOGIST,C,0,C
86,16,124,What nuts are used in marzipan? ,N/A,0,26,almonds,ALMONDS,C,0,C
25,16,125,What is the name of the project which developed the atomic bomb during World War II?,N/A,0,52,manhattan,MANHATTAN,C,0,C
71,16,126,What is the name of the British admiral who won the Battle of Trafalgar?,yes,1.418782934,130,nelson,NELSON,C,0,C
100,16,127,What kind of animal was befriended by the escaped slave Androcles in an Aesop Fable?,no,1.305607466,80,lion,LION,C,0,C
137,16,128,What liquor packs the punch in an Aztec Punch?,no,1.907069769,120,tequila,TEQUILA,C,1,C
64,16,129,What kind of poison did Socrates take at his execution?,N/A,0,70,juniper berries,HEMLOCK,I,0,I
4,16,130,What was the name of the first Apollo lunar module that landed the first man on the moon?,N/A,0,31,eagle,EAGLE,C,0,C
96,16,131,What is the last name of the person who has graced the most Sports Illustrated covers?,no,1.321863234,135,jordan,JORDAN,C,0,C
109,16,132,What is the name of the kind of cat that spoke to Alice in the story Alice's adventures in Wonderland?,N/A,0,98,chersire,CHESHIRE,I,0,I
50,16,133,The general named Hannibal was from what city?,no,1.358146602,14,carthage,CARTHAGE,C,0,C
20,16,134,What is the capital of Kentucky?,no,1.225798089,65,frankfort,FRANKFORT,C,0,C
8,16,135,What is the unit of electrical power that refers to the current of one ampere at one volt?,no,1.524352628,88,watt,WATT,C,1,C
103,16,136,What is the most populous country in Africa?,N/A,0,111,nigeria,NIGERIA,C,0,C
97,16,137,Brown vs. Board of Education the landmark civil-rights case originated in what state?,no,1.589953687,107,kansas,KANSAS,C,1,C
65,16,138,Who was the most famous Greek doctor?,no,1.240308922,85,,HIPPOCRATES,I,0,I
63,16,139,What is the last name of the author who wrote 'The Old Man and the Sea'?,N/A,0,100,hemingway,HEMINGWAY,C,0,C
55,16,140,What is the last name of the scientist who discovered radium?,N/A,0,58,curie,CURIE,C,0,C
145,16,141,What is the last name of the man who invented dynamite?,N/A,0,97,nobel,NOBEL,C,0,C
74,16,142,In which sport does a rider on horseback hit a ball with a mallet?,N/A,0,118,polo,POLO,C,0,C
53,16,143,What is the northernmost country in continental South America?,no,0.63482918,42,colombia,COLOMBIA,C,0,C
6,16,144,In the bible whose name was changed to Israel?,no,2.436191884,32,,JACOB,I,0,I
123,16,145,What is the last name of the man who was president directly after James Madison?,N/A,0,38,monroe,MONROE,C,0,C
95,16,146,What is the last name of the discoverer of the vaccination for smallpox?,no,1.23036805,69,,JENNER,I,0,I
81,16,147,In what country is the Dalai Lama's palace?,no,1.284123898,102,tibet,TIBET,C,0,C
32,16,148,What is the capital of Bulgaria?,N/A,0,40,sofia,SOPHIA,I,0,I
90,16,149,What Old Testament patriarch is mentioned in the Bible a record 1005 times?,no,1.386563002,66,david,DAVID,C,0,C
87,16,150,What is the more common name for a mandrill?,no,1.446700118,19,baboon,BABOON,C,0,C
83,17,1,What is the name of the mountain range that separates Asia from Europe?,N/A,0,109,ural,URAL,C,0,C
134,17,2,What country's civil war was described as a 'rehearsal for World War II'?,no,1.254178437,82,spain,SPAIN,C,0,C
143,17,3,What is the Taj Majal made of?,N/A,0,120,marble,MARBLE,C,0,C
46,17,4,In what European city is the Parthenon located?,N/A,0,10,athens,ATHENS,C,0,C
13,17,5,What is the name of Batman's butler?,yes,1.290579297,38,,ALFRED,I,0,I
44,17,6,What is the last name of the author of Little Women?,yes,1.350675929,13,,ALCOTT,I,0,I
68,17,7,What Peanuts character clings to a security blanket?,no,1.41574874,59,,LINUS,I,0,I
130,17,8,What's the 'Q' short for in Q-Tips?,no,1.44490468,126,quality,QUALITY,C,0,C
79,17,9,What spice do chefs pay the most for?,no,1.40261227,44,saffron,SAFFRON,C,0,C
32,17,10,What is the capital of Bulgaria?,N/A,0,20,sofia,SOPHIA,I,0,I
122,17,11,Which dynasty was in power throughout the 1500's in China?,no,1.415666399,111,,MING,I,0,I
101,17,12,In which city is Heathrow Airport located?,N/A,0,22,london,LONDON,C,0,C
59,17,13,What is the name of a female sheep?,no,1.473697451,140,,EWE,I,0,I
136,17,14,According to the FDA what's the only fish that produces real caviar?,no,1.361659076,37,,STURGEON,I,0,I
19,17,15,What is May's birthstone?,no,1.4063479,108,,EMERALD,I,0,I
140,17,16,What country was formerly known as the Belgian Congo?,no,1.622209195,36,,ZAIRE,I,0,I
11,17,17,What is the last name of the Confederate general whose last words were 'Let us cross the river and rest in the shade'?,no,1.312199349,53,,JACKSON,I,0,I
72,17,18,What colorless gas is essential in the production of fertilizers and light bulbs?,N/A,0,141,neon,NITROGEN,I,0,I
96,17,19,What is the last name of the person who has graced the most Sports Illustrated covers?,yes,1.504122161,104,,JORDAN,I,0,I
125,17,20,What is the name of the American who starred in the 1936 Olympics?,no,1.57862549,17,,OWENS,I,0,I
113,17,21,What is the last name of the villainous captain in the story Peter Pan?,N/A,0,80,hook,HOOK,C,0,C
88,17,22,What igneous rock makes up the bulk of Devils Tower?,no,1.236595903,16,,BASALT,I,0,I
64,17,23,What kind of poison did Socrates take at his execution?,N/A,0,86,hemlock,HEMLOCK,C,0,C
102,17,24,What is the capital of Russia?,N/A,0,29,moscow,MOSCOW,C,0,C
1,17,25,What is the name of the palace in London in which the monarch of England resides?,N/A,0,58,buckingham,BUCKINGHAM,C,0,C
70,17,26,What is the name of the mansion in Virginia that was Thomas Jefferson's home?,no,1.222873604,23,,MONTICELLO,I,0,I
95,17,27,What is the last name of the discoverer of the vaccination for smallpox?,no,1.359920723,52,,JENNER,I,0,I
62,17,28,In which city is Michelangelo's statue of David located?,yes,1.558024326,99,,FLORENCE,I,0,I
20,17,29,What is the capital of Kentucky?,no,1.22631553,131,,FRANKFORT,I,0,I
142,17,30,Which big cat usually carries its dead prey up into a tree to eat it?,no,1.35927811,113,,LEOPARD,I,0,I
23,17,31,What country gave the world the word 'geyser' for a hot spring?,N/A,0,117,germany,ICELAND,I,0,I
98,17,32,Of which country is Nairobi the capital?,N/A,0,47,kenya,KENYA,C,0,C
75,17,33,What is the world's largest snake?,yes,1.441073231,142,,PYTHON,I,0,I
35,17,34,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,N/A,0,31,warhol,WARHOL,C,0,C
7,17,35,What is the last name of the man who first studied genetic inheritance in plants?,N/A,0,76,mendel,MENDEL,C,0,C
52,17,36,What is the capital of Wyoming?,no,1.71938406,73,,CHEYENNE,I,0,I
5,17,37,What was the name of the zeppelin that exploded in Lakehurst N.J. in 1937?,no,1.235106689,61,,HINDENBURG,I,0,I
45,17,38,What is the last name of the actress who received the Best Actress Award for the movie 'Mary Poppins'?,no,1.159021048,33,,ANDREWS,I,0,I
27,17,39,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,no,1.271087487,75,,NAUTILUS,I,0,I
49,17,40,What is the last name of the criminal known as Scarface?,no,1.322811078,11,,CAPONE,I,0,I
17,17,41,What is the last name of the author who wrote Oliver Twist?,yes,1.511598753,92,dickens,DICKENS,C,0,C
126,17,42,What is the last name of the artist who painted Guernica?,no,1.32775729,57,,PICASSO,I,0,I
90,17,43,What Old Testament patriarch is mentioned in the Bible a record 1005 times?,no,1.399258264,145,,DAVID,I,0,I
129,17,44,What was Cinderella's coach made from?,N/A,0,118,pumpkin,PUMPKIN,C,0,C
144,17,45,What is the last name of the composer who wrote the opera 'Don Giovanni'?,yes,1.326275634,147,mozart,MOZART,C,0,C
147,17,46,What is the name of the constellation that looks like a flying horse?,yes,1.354563796,139,pegasus,PEGASUS,C,0,C
117,17,47,What human organ (or organs) does a nephrologist treat?,N/A,0,79,kidney,KIDNEY,C,0,C
38,17,48,What is the last name of the author who wrote Brave New World?,yes,1.370943106,49,huxley,HUXLEY,C,0,C
22,17,49,Of which country is Budapest the capital?,N/A,0,91,hungary,HUNGARY,C,0,C
132,17,50,What was the last name of the woman who designed and sewed the first American flag?,no,1.290995746,93,,ROSS,I,0,I
128,17,51,What is the name of a dried plum?,yes,1.378848006,40,,PRUNE,I,0,I
87,17,52,What is the more common name for a mandrill?,no,1.296080337,32,,BABOON,I,0,I
137,17,53,What liquor packs the punch in an Aztec Punch?,no,1.238653743,88,tequilla,TEQUILA,C,0,I
119,17,54,What is the name of the ship that carried the pilgrims to America in 1620?,no,1.356829715,69,,MAYFLOWER,I,0,I
73,17,55,What country has the ancient ruins of Machu Picchu?,no,0.678222349,8,,PERU,I,1,I
66,17,56,Over which river is the George Washington Bridge?,no,1.797536332,123,,HUDSON,I,0,I
12,17,57,What drug was named after the Greek god of dreams?,yes,1.480025258,78,morphene,MORPHINE,C,0,I
24,17,58,What is the capital of Jamaica?,no,1.246308617,98,,KINGSTON,I,0,I
51,17,59,Who was the first ruler of the Holy Roman Empire?,yes,1.484283507,102,charlemagne,CHARLEMAGNE,C,0,C
82,17,60,What is the last name of the Russian novelist Teddy Roosevelt called 'a sexual and moral pervert'?,no,1.148297942,137,tolstoy,TOLSTOY,C,0,C
61,17,61,What is the last name of the author of the James Bond novels?,no,1.257898057,81,,FLEMING,I,0,I
18,17,62,What is the capital of Delaware?,no,1.051884145,127,,DOVER,I,0,I
94,17,63,What were raced in Greek and Roman hippodromes? ,N/A,0,4,horses,HORSES,C,0,C
3,17,64,What is the last name of the author who wrote Brothers Karamazov?,N/A,0,34,dostoevsky,DOSTOEVSKY,C,0,C
77,17,65,What brand name drug is most often prescribed to treat attention deficit disorder?,N/A,0,2,adderal,RITALIN,I,0,I
4,17,66,What was the name of the first Apollo lunar module that landed the first man on the moon?,no,1.08558505,19,,EAGLE,I,0,I
48,17,67,What is the name of the man who assassinated Abraham Lincoln?,yes,1.814243188,132,booth,BOOTH,C,0,C
39,17,68,What country's capital is Tripoli?,yes,1.306714801,48,,LIBYA,I,0,I
138,17,69,What is the largest city in Canada?,no,1.391444646,130,toronto,TORONTO,C,0,C
6,17,70,In the bible whose name was changed to Israel?,no,1.173405086,21,,JACOB,I,0,I
0,17,71,What is the name of the river that runs through Rome?,yes,1.304209902,90,,TIBER,I,0,I
28,17,72,What is the last name of the author of the book 1984?,N/A,0,25,orwell,ORWELL,C,0,C
